club,sofifa_id,short_name,age,dob,height_cm,weight_kg
Sepsi OSK,209985,H. Konongo,27,1992-02-14,178,76
Al Shabab,211135,M. Attiyah,27,1992-06-15,168,75
Al Adalah,212380,M. Al Rashdi,28,1991-03-11,172,74
Atlético Huila,214033,B. Garcés,26,1993-05-30,175,77
Al Adalah,214652,R. Al Radhi,27,1991-12-12,180,76
CD Palestino,214908,F. Cerda,30,1989-02-07,183,83
Piast Gliwice,224188,T. Mokwa,26,1993-02-10,181,77
Chongqing Dangdai Lifan FC SWM Team,226195,Wang Weicheng,27,1991-09-02,180,65
Sanfrecce Hiroshima,232507,R. Hironaga,29,1990-01-09,186,82
Matsumoto Yamaga,232596,T. Imai,28,1990-11-29,178,78
Matsumoto Yamaga,232725,K. Nakami,27,1991-09-23,177,69
Patronato,233085,F. Costa,30,1988-10-08,188,89
Mjøndalen IF,237318,G. Bokwé,29,1989-07-14,180,82
SCR Altach,242048,F. Pangop,26,1993-05-18,177,75
FK Haugesund,242139,T. Kallevåg,26,1993-02-01,179,65
Blackpool,243687,H. Pritchard,26,1993-04-23,183,79
Côte d'Ivoire,243753,W. Coulibaly,27,1991-12-22,179,69
Unión Magdalena,243929,H. Pernía,28,1990-11-09,185,76
Al Hazem,245522,H. Al Maqati,25,1993-07-05,174,64
Bury,247573,A. Melksham,28,1991-01-21,190,82
FC Hermannstadt,247985,L. Dumitriu,26,1992-09-21,178,73
Grenoble Foot 38,252358,F. Michel,27,1992-03-25,172,63
Leyton Orient,139471,M. Harrold,34,1984-07-25,185,74
SK Brann,148700,A. Karadas,37,1981-08-09,189,88
Milton Keynes Dons,163731,R. Harley,34,1985-01-22,175,70
Bury,164645,S. Dawson,33,1985-12-04,168,70
Plymouth Argyle,169912,B. Moore,30,1988-08-24,175,72
Port Vale,173785,L. Joyce,31,1987-07-09,180,76
FC Lugano,177672,D. Da Costa,33,1986-04-19,187,79
Perth Glory,180755,T. Velaphi,32,1987-04-17,186,75
Al Fayha,180760,F. Al Shammari,38,1981-05-05,181,75
Dalian YiFang FC,181964,Zhu Ting,33,1985-07-15,178,67
Tianjin TEDA FC,182359,Yang Qipeng,32,1987-05-14,186,76
Chongqing Dangdai Lifan FC SWM Team,182419,Ding Jie,32,1987-04-29,182,70
Beijing Renhe FC,182788,Wan Houliang,33,1986-02-25,188,81
AC Ajaccio,183829,M. Youssouf,31,1988-03-26,168,64
Leyton Orient,184491,J. Widdowson,30,1989-03-28,183,77
Macclesfield Town,185165,P. Vincenti,32,1986-07-07,193,76
Wisła Płock,185187,B. Sielewski,34,1984-08-09,187,83
Jiangsu Suning FC,186228,Wang Song,35,1983-10-12,178,74
Malmö FF,187336,D. Melichárek,35,1983-11-29,196,95
Cheltenham Town,189281,C. Clements,29,1990-02-06,175,66
Cambridge United,189331,G. Taylor,29,1990-01-15,177,73
Academica Clinceni,192585,E. Cebotaru,34,1984-10-16,181,74
Le Mans FC,192999,J. Aymes,30,1988-07-12,189,85
Southend United,193023,A. Blackman,28,1990-11-10,181,75
Grimsby Town,193943,J. Cook,29,1990-03-20,175,80
Shonan Bellmare,194363,N. Yamada,28,1990-07-04,168,66
Sligo Rovers,195013,J. Dunleavy,27,1991-07-03,183,71
Júbilo Iwata,197597,F. Musaev,30,1989-01-02,183,74
LKS Lodz,197952,W. Łuczak,29,1989-07-28,181,79
Morecambe,200061,A. Tutte,28,1990-09-21,175,75
FC Seoul,203834,Yun Ju Tae,29,1990-06-22,181,78
Bristol Rovers,204007,T. Nichols,25,1993-08-28,178,75
Piast Gliwice,204151,D. Byrtek,28,1991-03-07,193,84
Newport County,204501,D. Leadbitter,28,1990-10-07,183,76
Al Ahli,210785,B. Al Baqi,29,1989-11-07,185,89
Al Fateh,210925,S. Otayf,28,1990-09-03,171,66
Livorno,211078,P. Baiocco,30,1989-06-29,188,87
Macclesfield Town,211663,J. Blyth,26,1992-08-14,191,77
Al Ahli,212037,M. Al Bassas,26,1993-06-02,172,90
Unión Magdalena,214142,C. Subero,28,1991-05-26,175,73
CD Cobresal,214278,S. Céspedes,27,1992-04-18,175,72
Hamilton Academical FC,214902,J. Hunt,28,1990-08-23,180,65
Mjøndalen IF,217441,S. Makani,32,1986-11-18,192,75
CD Cobresal,217972,L. Maldonado,30,1989-02-06,174,70
Beijing Renhe FC,222173,Chen Jie,29,1989-10-15,178,76
Leyton Orient,223078,J. Coulson,30,1989-01-28,191,75
Cambridge United,223080,H. Dunk,28,1990-10-25,184,73
Shenzhen FC,224670,Qiao Wei,31,1987-07-20,187,75
Abha Club,228693,A. Qaisi,29,1990-05-08,168,65
Damac FC,228795,M. Abu Shararah,28,1991-02-27,176,76
Urawa Red Diamonds,232366,N. Iwadate,30,1988-08-17,183,78
Vissel Kobe,232369,D. Nasu,37,1981-10-10,180,77
Nagoya Grampus,232418,Y. Takeda,32,1987-06-30,190,82
Júbilo Iwata,232740,Y. Ota,36,1983-06-11,176,72
FC Voluntari,235877,A. Belahmeur,27,1991-07-26,178,67
Al Hazem,236002,A. Al Nashi,31,1987-07-08,176,69
Cerezo Osaka,237776,K. Tanno,33,1986-03-30,184,75
Holstein Kiel,238689,T. Siedschlag,31,1987-09-26,181,81
Al Taawoun,238913,M. Harzan,30,1989-01-12,165,55
SV Meppen,238934,M. Kremer,29,1989-07-21,176,69
LKS Lodz,239765,D. Srnić,27,1992-01-12,170,60
FC Chambly Oise,240470,A. El Hriti,29,1989-07-28,181,76
Damac FC,240641,S. Kassar,29,1990-06-02,170,60
Chemnitzer FC,240984,M. Langer,29,1990-02-27,189,76
Patronato,241090,J. Franzoni,28,1990-10-17,180,75
Beijing Sinobo Guoan FC,241298,Liu Huan,30,1989-02-14,183,74
Henan Jianye FC,241311,Ke Zhao,30,1989-03-25,175,70
Tianjin TEDA FC,241343,Qiu Tianyi,30,1989-01-31,192,82
FC Tokyo,246725,T. Kodama,31,1987-12-28,183,84
IK Sirius,247137,J. Igbarumah,27,1992-02-13,165,62
CD Cobresal,247403,R. Cabrera,30,1989-05-02,187,75
Bury,247562,A. Boroughbridge,34,1985-01-31,194,87
Gaz Metan Mediaş,247970,R. Romeo,29,1990-04-27,175,68
Viktoria Köln,250938,S. Eichmeier,29,1990-01-02,176,72
Academica Clinceni,251077,V. Olariu,31,1987-07-06,175,67
FC Juárez,251118,Elsinho,28,1991-04-10,192,72
Abha Club,251184,K. Barnawi,32,1987-01-01,168,64
Dinamo Bucureşti,251237,S. Perović,30,1989-06-09,184,79
Central Córdoba,251248,M. Sánchez,29,1990-03-14,182,68
Jagiellonia Białystok,251280,K. Santini,32,1987-04-11,189,83
Politehnica Iaşi,251303,J. Passaglia,30,1989-05-24,181,77
Castellammare di Stabia,251609,N. Allievi,27,1992-04-20,184,80
India,251721,A. Deshpande,38,1980-12-17,180,76
India,251725,T. Atwal,35,1983-09-28,181,77
India,251731,B. Sidhu,31,1987-08-20,171,68
India,251732,R. Nadkarni,33,1985-10-31,180,70
Korona Kielce,251784,M. Radin,28,1991-06-25,173,66
Bulgaria,252743,K. Stoyanov,27,1991-08-01,177,71
Manchester City,243585,G. Bazunu,17,2002-02-20,188,73
Borussia Dortmund,244289,K. Bafounta,17,2002-01-08,193,81
FC Basel 1893,244592,J. von Moos,18,2001-04-01,179,71
Hamburger SV,242119,X. Amaechi,18,2001-01-05,179,75
Tottenham Hotspur,245907,J. Bowden,17,2001-07-09,183,78
Huddersfield Town,244673,M. Daly,18,2001-03-10,176,75
Strømsgodset IF,234066,J. Hove,18,2000-09-07,177,72
Colo-Colo,236905,B. Provoste,19,2000-04-14,177,68
Crystal Palace,237825,N. Kirby,19,2000-01-31,173,66
Norwich City,240562,D. Adshead,17,2001-09-02,185,70
Eintracht Frankfurt,240836,S. Çetin,18,2000-09-28,174,70
Argentinos Juniors,242250,G. Verón,18,2001-04-23,184,82
Atlanta United,242628,G. Bello,17,2002-01-22,170,68
Stevenage,244277,K. Watts,19,1999-11-03,190,75
FC Zürich,247475,L. Zumberi,19,1999-11-27,178,70
Borussia Dortmund,247479,L. Unbehaun,18,2001-01-27,185,82
Club Atlético Aldosivi,248139,Y. Juárez,17,2002-03-20,181,76
Shakhtar Donetsk,250753,A. Trubin,17,2001-08-01,199,86
FC Sochaux-Montbéliard,251924,N. Zohoré,18,2000-11-17,188,75
1. FSV Mainz 05,252264,E. Eyibil,18,2001-06-15,175,72
Liverpool,252302,Y. Larouci,18,2001-01-01,175,69
PEC Zwolle,252522,J. Westerman,17,2002-06-08,183,70
Racing Club de Lens,239965,J. Valencia,19,1999-11-15,188,80
Lincoln City,240535,E. Chapman,18,2001-01-08,191,76
Brentford,241614,J. Oksanen,18,2000-11-07,180,72
New York Red Bulls,242652,B. Mines,19,2000-05-13,175,68
Gimnasia y Esgrima La Plata,242917,L. Chávez,18,2001-01-17,170,65
St. Mirren,244565,E. Erhahon,18,2001-05-09,178,66
Spezia,244672,L. Benedetti,19,2000-06-06,182,75
Boca Juniors,246263,M. Weigandt,19,2000-01-11,175,70
En Avant de Guingamp,247760,Y. Baret,18,2001-05-16,183,78
Royal Antwerp FC,251602,R. Geeraerts,17,2001-07-08,187,75
Racing Club de Lens,252185,C. Sene,18,2001-04-20,196,94
Cardiff City,236495,A. Bolger,19,2000-02-02,170,65
Torino,242420,V. Millico,18,2000-08-12,173,68
FK Austria Wien,244858,N. Hahn,18,2001-05-24,177,69
Kashima Antlers,246852,I. Sekigawa,18,2000-09-13,182,72
Club Atlético Colón,247296,J. Zurbriggen,19,2000-05-12,180,75
Leeds United,247336,A. McCalmont,19,2000-03-25,173,75
SC Heerenveen,247658,R. Hajal,17,2001-09-17,180,75
CFR Cluj,248049,C. Petrila,18,2000-11-07,176,67
Bayern München II,250954,C. Richards,19,2000-03-28,188,79
Norwich City,251346,J. Martin,17,2001-09-09,177,70
Dijon FCO,251961,R. Philippe,18,2000-10-23,180,70
Stabæk Fotball,234894,E. Bohinen,20,1999-03-12,185,75
SV Werder Bremen,243345,J. Rieckmann,18,2000-08-01,186,76
Shrewsbury,243608,R. Giles,19,2000-01-26,179,72
Helsingborgs IF,244690,T. Matthews,18,2000-09-12,175,70
Crystal Palace,244929,J. Daly,19,2000-01-12,178,70
Club Atlético Talleres,246115,M. Valiente,18,2001-01-28,179,73
OGC Nice,247410,P. Wade,19,2000-04-17,178,66
Politehnica Iaşi,248422,F. Cristea,18,2001-01-15,180,72
VfL Bochum 1848,233442,J. Osei-Tutu,20,1998-10-02,178,72
SG Dynamo Dresden,239444,J. Löwe,20,1998-12-30,168,65
Pescara,240835,E. Elizalde,19,2000-02-27,179,78
Huddersfield Town,241034,J. Brown,20,1999-01-24,185,72
Scunthorpe United,241953,R. Slater,19,1999-09-11,173,65
Shamrock Rovers,243764,B. Kavanagh,18,2000-09-21,172,63
Swindon Town,243908,D. Ballard,19,1999-09-22,185,85
Club León,244579,E. Lara,19,1999-09-08,175,77
Club León,247269,C. Guerrero,19,2000-02-14,166,64
KSV Cercle Brugge,247285,A. Deuro,18,2000-12-20,180,70
Patronato,247566,J. Barreto,19,2000-02-22,180,76
Sagan Tosu,247730,D. Matsuoka,18,2001-06-01,170,65
Envigado FC,247929,Bruno,20,1999-04-08,175,60
CD Numancia,248068,Moha,20,1999-04-15,180,75
VfB Stuttgart,251243,M. Klimowicz,18,2000-07-06,179,65
CD O'Higgins,251971,Y. González,17,2001-08-20,180,70
Crotone,252202,G. Bellodi,18,2000-09-02,187,77
Monterrey,252515,M. Rodríguez,18,2000-08-10,166,60
Crystal Palace,231673,L. Dreher,20,1998-11-27,184,77
FC Sion,232500,Y. Fortune,20,1999-01-30,186,81
Swansea City,233941,L. Cullen,20,1999-04-23,173,66
Doncaster Rovers,236009,C. John,19,1999-08-24,181,78
Deportivo Pasto,237885,C. Tovar,21,1998-05-06,182,70
Atlético Huila,238880,J. Pestaña,21,1997-08-25,188,81
Liverpool,240913,C. Kelleher,20,1998-11-23,188,69
Östersunds FK,240946,F. Baptiste,19,1999-11-08,180,66
Leeds United,241263,J. Stevens,19,2000-03-25,173,65
Pohang Steelers,242100,Yoo Ji Ha,20,1999-06-01,184,70
Aalborg BK,242515,W. Ali,20,1999-01-04,186,78
St. Mirren,244563,C. MacPherson,20,1998-12-29,175,71
Deportivo Toluca,245699,G. León,19,2000-02-08,174,61
Málaga CF,246070,Iván Jaime,18,2000-09-26,180,72
Oita Trinita,247863,K. Takahata,18,2000-09-16,175,70
Inter,247887,D. Merola,19,2000-03-27,181,78
Atlético Tucumán,248145,K. Isa,18,2001-04-18,177,73
Toulouse Football Club,250724,N. Ngoumou,19,2000-03-14,182,70
Le Mans FC,250872,O. Diagne,20,1999-06-05,190,77
Bayern München II,250949,M. Zylla,19,2000-01-14,178,72
AJ Auxerre,251169,O. Camara,20,1998-12-19,178,75
FC Emmen,251627,L. Sopić,18,2000-10-28,193,80
Monterrey,252380,E. Banda,18,2001-02-14,180,70
Bury,252851,B. Curville,20,1998-10-19,181,75
Bury,252852,M. Drubble,20,1998-10-23,186,75
Crewe Alexandra,227630,C. Kirk,21,1997-12-24,178,69
Leyton Orient,228356,J. Maguire-Drew,21,1997-09-19,181,75
Hull City,231681,W. Mannion,21,1998-05-05,186,74
Universidad de Chile,233249,G. Mazuela,20,1999-01-30,177,67
Hamilton Academical FC,235027,L. Southwood,21,1997-12-06,192,72
Bolton Wanderers,235785,C. Hall,21,1998-02-18,180,77
Rochdale,235807,A. Morley,19,2000-02-27,183,72
Cittadella,235865,G. Fasolo,20,1998-10-14,168,65
Alianza Petrolera,236539,E. Torres,21,1997-11-09,183,80
Carlisle United,236611,R. Loft,21,1997-09-14,190,73
Aarhus GF,236783,K. Lunding,19,1999-07-17,178,69
Rionegro Águilas,237836,J. Otálvaro,21,1997-12-11,174,68
Lyngby BK,238726,G. Marcussen,21,1998-06-12,179,70
CD Huachipato,238767,J. Altamirano,19,1999-08-21,172,68
Livorno,239193,B. Volpini,21,1998-06-16,179,76
KV Oostende,239269,L. Ndenbe,19,2000-02-09,173,72
West Bromwich Albion,239317,M. Melbourne,20,1998-10-24,178,65
Ross County FC,242984,S. Power,21,1998-05-13,178,67
FC Girondins de Bordeaux,243452,I. Diarra,21,1998-05-19,172,67
Tromsø IL,243481,M. Pedersen,19,2000-06-16,178,70
TSV 1860 München,243801,D. Dressel,20,1998-10-26,185,75
1. FC Heidenheim 1846,243975,G. Kılıç,19,2000-01-21,183,74
FC Midtjylland,244472,J. Cajuste,19,1999-08-10,188,77
FC Admira Wacker Mödling,244671,M. Kadlec,19,2000-02-28,183,73
Unión Española,244962,N. Córdova,21,1998-03-31,172,70
Brentford,245076,L. Racic,20,1999-05-08,188,72
SpVgg Greuther Fürth,245347,M. Bauer,19,2000-02-09,189,84
Universidad Católica,245756,V. Fernández,20,1999-02-17,180,66
FC Groningen,246179,D. van Kaam,19,2000-06-23,175,70
Fortuna Düsseldorf,246464,J. Theissen,21,1998-01-07,188,82
KSV Cercle Brugge,246679,G. Biancone,19,2000-03-31,187,83
Club Atlético Lanús,247108,I. Cechi,17,2001-07-26,179,70
Atlético Bucaramanga,247857,A. Ariza,20,1999-01-07,187,75
KV Mechelen,247930,S. Bouzian,18,2000-07-13,184,79
OGC Nice,248136,A. Jaziri,19,1999-08-03,173,73
Monarcas Morelia,248354,E. Del Ángel,19,2000-04-08,174,68
ESTAC Troyes,251382,Y. Merah,20,1999-01-02,190,77
Wolfsberger AC,251551,A. Niangbo,19,1999-10-06,173,65
Racing Club de Lens,251572,C. Boli,20,1998-08-30,175,65
Raków Częstochowa,251633,M. Skóraś,19,2000-02-15,172,64
Independiente,252240,A. Soñora,20,1998-08-03,171,65
Mjøndalen IF,230787,J. Faye Lund,20,1999-05-20,185,80
Mansfield Town,231615,K. Gordon,21,1997-12-25,179,76
Zagłębie Lubin,233835,P. Szysz,21,1998-04-01,177,70
Club Atlético Banfield,236897,M. Moya,21,1998-03-26,167,63
VfL Wolfsburg,237026,D. Itter,20,1999-01-05,184,74
Independiente Santa Fe,238066,C. Polo,21,1997-12-22,179,73
FK Haugesund,238449,A. Ikedi,20,1998-09-20,198,80
Stevenage,239989,T. Vancooten,21,1997-12-29,185,78
Middlesbrough,240595,A. Pears,21,1998-04-23,190,75
Al Fayha,241862,A. Al Saluli,20,1998-09-02,195,80
CD Palestino,243211,N. Zedán,19,2000-06-07,180,70
VVV-Venlo,245014,S. Janssen,18,2000-09-25,179,72
Derry City,245611,D. Parkhouse,19,1999-10-24,185,81
Ascoli,245689,E. Ferigra,20,1999-02-07,188,79
FC Botoşani,248015,R. Andronic,19,2000-01-07,178,77
Club Necaxa,248373,J. Plascencia,20,1999-06-18,173,75
FC Voluntari,251021,V. Mihalcea,20,1998-10-28,170,67
FC Botoşani,251636,D. Haruț,20,1999-02-25,181,75
Viking FK,227616,A. Wichne,22,1997-05-12,182,79
Fortuna Düsseldorf,229243,T. Wiesner,22,1996-11-21,192,87
Forest Green Rovers,229731,M. Stevens,21,1998-02-12,180,74
Bolton Wanderers,229779,L. Edwards,22,1996-10-02,190,80
Sunderland,232758,R. Sammut,21,1997-09-26,177,71
Fleetwood Town,234040,N. Sheron,21,1997-10-04,183,64
1. FSV Mainz 05,235800,M. Šverko,21,1998-02-04,187,81
Vålerenga Fotball,235906,M. Grødem,20,1998-08-14,192,78
CD Cobresal,236256,R. Abarca,21,1998-02-12,181,67
Middlesbrough,237479,B. Liddle,20,1998-09-21,170,75
Barnsley,237503,C. Oduor,20,1999-06-25,176,70
Bournemouth,239673,T. Cordner,20,1998-12-04,189,75
Bayern München II,240055,M. Yılmaz,20,1999-03-08,174,67
SK Sturm Graz,240086,M. Lema,19,1999-09-13,171,67
1. FC Köln,241091,B. Scott,20,1999-06-30,187,78
Urawa Red Diamonds,242061,T. Ogiwara,19,1999-11-23,175,69
Atlético Bucaramanga,242449,J. Caballero,21,1998-05-15,180,72
Fortuna Sittard,243718,R. Koot,19,1999-07-20,185,80
Holstein Kiel,244001,T. Weiner,20,1999-01-18,191,76
ADO Den Haag,244342,Y. Boussakou,19,2000-03-04,172,68
FC Nordsjælland,244513,I. Sadiq,19,2000-05-07,168,68
Montpellier HSC,244542,K. Kaïboue,20,1998-08-20,182,65
LASK Linz,244810,T. Lawal,19,2000-06-07,195,84
Amiens SC,245391,S. Sy,20,1999-04-04,174,69
Zagłębie Lubin,246301,L. Poręba,19,2000-03-13,180,70
Estudiantes de La Plata,246843,E. González,21,1998-05-29,180,72
Cerezo Osaka,247264,A. Seko,19,2000-06-07,183,72
Astra Giurgiu,248103,R. Gavîrliță,19,1999-08-18,186,75
Chemnitzer FC,250774,P. Hoppe,20,1999-06-07,180,70
FC Hansa Rostock,250847,S. Sonnenberg,20,1999-01-19,194,87
Dinamo Bucureşti,251048,M. Mihaiu,20,1998-09-29,179,74
Silkeborg IF,251356,N. Vallys,22,1996-09-04,186,80
Paris FC,251518,J. Mangonzo,21,1998-02-03,180,70
Fortuna Sittard,251959,J. Donkor,20,1998-11-12,176,70
FC Emmen,252269,F. Quispel,18,2000-10-23,177,70
FC Sochaux-Montbéliard,252374,N. Ntolla,20,1999-07-01,185,65
CD Numancia,252375,Adrián Herrera,20,1999-01-03,179,70
Club América,252454,H. Ortega,19,2000-05-19,190,80
Sheffield Wednesday,221867,J. Stobbs,22,1997-02-27,180,85
Ettifaq FC,229922,O. Al Khalaf,22,1996-12-26,176,60
Brisbane Roar,233932,C. O'Toole,21,1997-07-04,175,65
Nagoya Grampus,234205,H. Ito,20,1999-05-12,188,80
Daegu FC,234264,Jeong Seung Won,22,1997-02-27,170,68
HJK Helsinki,234288,M. Uusitalo,22,1997-05-15,189,93
Deportivo Cali,234352,M. Puerta,22,1997-06-12,172,72
SG Sonnenhof Großaspach,235956,J. Behounek,21,1998-05-17,180,73
Grenoble Foot 38,237347,A. Abdallah,21,1997-08-18,170,68
Al Wehda,238481,M. Al Qahtani,22,1997-04-04,176,64
Pohang Steelers,238579,Ha Seung Un,21,1998-05-04,178,70
KAS Eupen,239076,A. Nurudeen,20,1999-02-08,190,77
Amiens SC,239324,M. Talal,21,1997-08-17,178,74
SønderjyskE,239835,V. Ekani,22,1997-02-27,190,82
VVV-Venlo,240584,B. Verbong,19,1999-12-23,186,82
FC Groningen,240681,J. Hoekstra,20,1998-08-04,190,75
Sivasspor,241158,M. Özvardar,21,1998-06-01,184,78
CD Leganés,241476,Raúl Sánchez,21,1997-11-08,188,74
Blackpool,242085,M. Virtue,22,1997-05-02,175,66
Newcastle Jets,242154,A. Thurgate,19,2000-02-08,178,70
Bohemian FC,243163,D. Grant,19,1999-10-23,173,70
Holstein Kiel,244000,T. Fleckstein,20,1999-04-24,188,76
KV Kortrijk,244664,J. Toualy,20,1999-02-26,171,63
Royal Antwerp FC,244764,G. Kakudji,19,1999-07-06,192,83
KSV Cercle Brugge,244889,C. Vanhoutte,20,1998-09-16,182,73
Al Ahli,245510,A. Hassoun,22,1997-03-19,177,67
 SSV Jahn Regensburg,247685,N. Wähling,21,1997-08-24,187,77
Angers SCO,248240,M. Soula,21,1998-06-06,172,70
AJ Auxerre,251167,S. Raux Yao,20,1999-05-30,196,87
FC Würzburger Kickers,251398,H. Cakmak,20,1999-03-20,179,73
Academica Clinceni,251607,B. Ilie,19,1999-10-30,177,72
Club Atlas,252007,J. Lozano,20,1998-10-05,170,70
FC Groningen,252021,T. Dallinga,18,2000-08-03,180,70
Politehnica Iaşi,252398,C. Bîrnoi,21,1997-08-17,181,72
Bury,252854,F. Mircer,20,1998-12-15,180,75
Coventry City,212487,M. Rose,23,1995-10-11,188,70
Crewe Alexandra,227929,R. Wintle,22,1997-06-13,180,64
Colchester United,229643,C. James,21,1998-02-11,183,76
Mansfield Town,230148,W. Tomlinson,21,1998-01-27,178,74
Macclesfield Town,230677,F. Horsfall,22,1996-11-12,190,82
Macclesfield Town,230893,O. Evans,22,1996-11-28,188,73
Livingston FC,231199,H. Odoffin,21,1998-04-13,191,81
AC Ajaccio,231527,I. Diallo,22,1997-01-29,178,74
Al Nassr,232904,A. Al Dawsari,21,1997-09-25,178,69
Kristiansund BK,234050,S. Mbaye,23,1996-01-03,190,80
Deportivo Pasto,234960,D. Rojano,22,1997-04-27,175,75
Millwall,236027,J. Brown,21,1998-01-12,178,79
CD Lugo,236398,Asier,21,1997-11-20,175,68
Real Betis,236882,Altamirano,22,1997-03-13,179,73
Waterford FC,238197,S. Bone,20,1998-08-24,183,85
Sparta Rotterdam,239362,A. Aberkane,19,2000-05-05,176,70
Al Fateh,240463,M. Al Majhad,22,1996-07-16,176,75
Nîmes Olympique,241157,T. Sainte-Luce,20,1998-10-20,181,72
Albacete BP,243034,Alfon,20,1999-05-04,172,60
Nagoya Grampus,243634,S. Kodama,20,1998-12-03,166,61
Fortuna Sittard,243719,B. Breukers,20,1999-05-20,176,72
Hallescher FC,244012,E. Henschel,22,1996-10-04,185,78
TSV 1860 München,244028,S. Belkahia,20,1998-12-22,192,87
FC Carl Zeiss Jena,244070,T. Kircher,20,1999-03-10,180,68
VVV-Venlo,244729,P. Wienhoven,19,2000-02-18,180,72
Spezia,244942,S. Guðjohnsen,21,1998-05-12,190,80
Cracovia,245801,Vinícius Ferreira,20,1999-01-31,180,75
Real Betis,247089,Julio Alonso,20,1998-12-14,171,62
Orlando City SC,247355,S. Patiño,22,1997-03-10,185,82
Antalyaspor,251799,S. Yatağan,20,1999-05-17,180,75
Universitatea Craiova,251878,F. Borța,20,1999-06-21,175,63
Racing Santander,252455,Lucas Díaz,23,1996-05-10,188,79
Salford City,226950,L. Armstrong,22,1996-07-02,185,73
Sunderland,230697,E. Robson,22,1996-07-25,178,73
Bohemian FC,230895,A. Wright,22,1996-12-07,183,72
Júbilo Iwata,232704,T. Ominami,21,1997-12-13,184,72
Central Córdoba,232769,N. Femia,22,1996-08-08,180,77
Brentford,233115,R. Cole,21,1998-02-17,178,65
Central Coast Mariners,233931,K. Rowles,21,1998-06-24,183,82
Al Ittihad,235975,A. Al Aryani,23,1996-03-13,173,77
Godoy Cruz,236237,J. Bolado,21,1997-07-22,181,76
Waterford FC,236389,T. Holland,22,1997-04-22,171,72
Oita Trinita,237782,H. Shoji,21,1997-10-08,187,74
Rodez Aveyron Football,238296,B. Mathis,21,1997-08-15,178,74
Suwon Samsung Bluewings,238347,Joo Hyun Ho,23,1996-03-01,184,77
Gamba Osaka,238520,R. Takae,21,1998-06-27,171,60
Royal Excel Mouscron,239546,C. Libertiaux,21,1998-02-21,185,80
Lillestrøm SK,240524,M. Ebiye,22,1997-04-28,185,75
Waterford FC,242637,C. Galvin,23,1996-01-10,172,66
Dundalk,242638,D. Kelly,23,1996-05-21,183,67
FC Thun,243895,D. Salanovic,23,1996-02-26,178,74
MKE Ankaragücü,244036,A. Önal,23,1996-06-06,180,71
Wisła Płock,244165,O. Nowak,21,1998-02-24,180,77
Unión La Calera,244770,F. Manzo,20,1998-08-11,174,66
Gimnasia y Esgrima La Plata,245530,L. Calderón,21,1998-06-30,175,70
Cork City,246400,D. O'Connor,22,1997-04-15,173,68
Argentinos Juniors,246842,M. Centurión,21,1998-01-01,193,91
Minnesota United FC,247474,C. Gasper,23,1996-01-25,183,84
Philadelphia Union,247506,M. Freese,20,1998-09-02,193,83
Bury,247576,J. Murtin,22,1997-02-06,178,74
LA Galaxy,247753,E. Zubak,21,1998-04-15,183,75
SV Meppen,250875,Y. Osée,22,1997-06-13,194,80
Coquimbo Unido,251013,D. Aravena,22,1996-12-30,178,72
Unión Española,251017,M. Maureira,18,2001-06-01,169,68
CD Numancia,251389,Vidorreta,23,1996-04-22,175,71
Bolivia,251498,J. Rojas,23,1996-01-14,185,77
FC Hermannstadt,251781,R. Opruț,21,1998-01-04,181,70
TSV Hartberg,252266,L. Gabbichler,21,1998-05-12,186,75
Paris FC,252271,J. Tré,21,1998-03-18,173,67
Pisa,210940,S. Perilli,24,1995-01-07,195,85
Cheltenham Town,220774,J. Debayo,22,1996-10-17,183,68
Crawley Town,222931,J. Doherty,23,1996-03-15,179,70
Silkeborg IF,225999,F. Lesniak,23,1996-05-14,176,70
BK Häcken,227278,G. Berggren,21,1997-09-07,180,80
Odds BK,227870,A. Södlund,22,1996-12-22,185,76
Blackpool,227878,C. Guy,22,1996-11-25,178,64
